# T  M^1/β*=0.4000  M^1/β*=0.4100  M^1/β*=0.4200  M^1/β*=0.4300  M^1/β*=0.4400  M^1/β*=0.4500  M^1/β*=0.4600  M^1/β*=0.4700  M^1/β*=0.4800  M^1/β*=0.4900  M^1/β*=0.5000  M^1/β*=0.5100  M^1/β*=0.5200  M^1/β*=0.5300  M^1/β*=0.5400  M^1/β*=0.5500
6.5000 0.091502 0.096998 0.102539 0.108116 0.113723 0.119352 0.124996 0.130651 0.136310 0.141968 0.147620 0.153263 0.158892 0.164504 0.170095 0.175662
6.6000 0.038006 0.041161 0.044410 0.047745 0.051163 0.054657 0.058222 0.061853 0.065545 0.069294 0.073094 0.076941 0.080831 0.084760 0.088723 0.092718
6.7000 0.001028 0.001216 0.001426 0.001661 0.001921 0.002207 0.002521 0.002864 0.003235 0.003637 0.004069 0.004533 0.005029 0.005557 0.006118 0.006711
6.8000 0.000165 0.000204 0.000250 0.000303 0.000365 0.000435 0.000515 0.000605 0.000706 0.000818 0.000943 0.001081 0.001233 0.001399 0.001580 0.001777
6.9000 0.000063 0.000080 0.000100 0.000124 0.000152 0.000185 0.000223 0.000267 0.000317 0.000373 0.000437 0.000508 0.000588 0.000677 0.000775 0.000883
7.0000 0.000037 0.000047 0.000060 0.000075 0.000093 0.000115 0.000140 0.000169 0.000202 0.000240 0.000284 0.000333 0.000389 0.000451 0.000520 0.000597
7.1000 0.000032 0.000041 0.000052 0.000065 0.000081 0.000100 0.000122 0.000148 0.000177 0.000211 0.000250 0.000295 0.000345 0.000400 0.000463 0.000532
7.2000 0.000023 0.000030 0.000039 0.000049 0.000062 0.000076 0.000094 0.000114 0.000138 0.000166 0.000197 0.000233 0.000274 0.000320 0.000371 0.000428
7.3000 0.000019 0.000025 0.000032 0.000040 0.000051 0.000063 0.000078 0.000096 0.000116 0.000140 0.000167 0.000198 0.000233 0.000273 0.000317 0.000367
7.4000 0.000015 0.000020 0.000026 0.000033 0.000042 0.000053 0.000065 0.000080 0.000098 0.000118 0.000141 0.000168 0.000199 0.000234 0.000273 0.000317
7.5000 0.000011 0.000015 0.000020 0.000025 0.000032 0.000040 0.000050 0.000062 0.000076 0.000092 0.000111 0.000133 0.000158 0.000186 0.000218 0.000254
